Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
Hepatitis,18/317,2.0317327378459816E-22,2.5599832496859368E-20,0,0,28.391167192429023,1418.081537738435,IL21;IL10;TGFB1;STAT1;TNFRSF9;MTHFR;AHR;HMGB1;HIF1A;TNF;IL2;INS;CXCL10;IL6;IFNG;IL1B;HLA-DRB1;IL17A
HIV Infections,23/806,2.8500831847050293E-22,3.545647789782408E-20,0,0,14.267990074441686,707.8281940950171,IL21;IL10;TGFB1;IL15;STAT1;VDR;CD80;HMGB1;FUT2;HIF1A;TNF;IL2;DPP4;CXCL10;IL6;IFNG;IL1B;IL2RA;IRF1;CD14;TLR4;HLA-DRB1;IL17A
Arteriosclerosis,25/1087,3.3725990646048426E-22,4.143237950867049E-20,0,0,11.499540018399264,568.5509241371486,AHR;HMGB1;ETS1;HIF1A;TNF;INS;DPP4;CD14;IL6R;IL10;TGFB1;IL15;STAT1;TNFRSF9;MTHFR;IL2;SOD1;IL6;IFNG;IL1B;IL2RA;IRF1;S100A9;TLR4;IL17A
Mucocutaneous Lymph Node Syndrome,15/156,4.1096933985420266E-22,4.986427990230992E-20,0,0,48.07692307692308,2367.4770970691534,IL10;TGFB1;STAT1;HMGB1;HIF1A;TNF;IL2;IL6;IFNG;IL1B;IL2RA;CD14;S100A9;HLA-DRB1;IL17A
Coronary Artery Disease,24/981,8.48988430028267E-22,1.0175436939411961E-19,0,0,12.232415902140673,593.4923140477397,IL10;TGFB1;IL15;STAT1;VDR;CD80;MTHFR;ETS1;HIF1A;TNF;IL2;INS;SOD1;DPP4;IL6;IFNG;IL1B;IRF1;CD14;IL6R;S100A9;TLR4;HLA-DRB1;IL17A
Respiratory syncytial virus (RSV) infection in conditions classified elsewhere and of unspecified site,16/216,9.75660485708179E-22,1.1552760546433712E-19,0,0,37.03703703703703,1791.8121321839365,IL10;TGFB1;IL15;STAT1;VDR;HIF1A;TNF;IL2;SOD1;CXCL10;IL6;IFNG;IL1B;IRF1;CD14;TLR4
Spinal Cord Diseases,11/40,1.003846889654725E-21,1.1745008608960281E-19,0,0,137.5,6648.186523492069,IL10;IL6;IFNG;IL15;VDR;MTHFR;HIF1A;TNF;IL2;HLA-DRB1;IL17A
Inflammation,19/429,1.1570900932789274E-21,1.3378684043229763E-19,0,0,22.144522144522142,1067.5515083381777,IL10;TGFB1;IL15;TNFRSF9;AHR;HMGB1;HIF1A;TNF;SOD1;CXCL10;IL6;IFNG;IL1B;IRF1;IL12A;S100A9;TLR4;TGM2;IL17A
Periodontitis, Juvenile,13/90,1.368323634339943E-21,1.5637075207317395E-19,0,0,72.22222222222221,3469.6061534942964,IL10;STAT1;VDR;TNF;IL2;IL6;IFNG;IL1B;IL2RA;CD14;TLR4;HLA-DRB1;IL17A
Tuberculosis, Pulmonary,15/169,1.4207621297283716E-21,1.6049712886172916E-19,0,0,44.378698224852066,2130.3148009244087,IL10;TGFB1;VDR;TNF;IL2;CXCL10;IL6;IFNG;IL1B;IL2RA;CD14;TLR4;HLA-DQA1;HLA-DRB1;IL17A
Lupus Vulgaris,17/284,1.5866422163309364E-21,1.7719908752386867E-19,0,0,29.92957746478873,1433.4072864718253,IL21;IL10;STAT1;CD80;MTHFR;HMGB1;PRL;ETS1;TNF;IL2;IL6;IFNG;IL1B;CD14;TLR4;HLA-DRB1;IL17A
Epithelial ovarian cancer,26/1329,1.8023251204238483E-21,1.9902529532051214E-19,0,0,9.781790820165538,467.22928671456975,CD80;AHR;HMGB1;PRL;FUT2;ETS1;HIF1A;TNF;DPP4;IL6R;TGM2;IL10;TGFB1;IL15;STAT1;VDR;RUNX3;IL2;SOD1;IL6;IFNG;IL1B;IL2RA;IRF1;TLR4;HLA-DRB1
Myeloid Leukemia, Chronic,23/876,1.871077962732068E-21,2.0432171353034183E-19,0,0,13.127853881278538,626.563220011969,IL10;TGFB1;IL15;STAT1;VDR;CD80;MTHFR;AHR;HMGB1;ETS1;HIF1A;TNF;IL2;DPP4;IL6;IFNG;IL1B;IL2RA;IRF1;CD14;HLA-DRB1;TGM2;IL17A
Aortic Aneurysm, Abdominal,17/288,2.0176085956505197E-21,2.179017283302561E-19,0,0,29.513888888888886,1406.4068717143407,IL10;TGFB1;STAT1;MTHFR;HIF1A;TNF;DPP4;IL6;IFNG;IL1B;IL2RA;CD14;IL6R;TLR4;HLA-DQA1;HLA-DRB1;IL17A
Coronary Arteriosclerosis,22/760,2.5112892271338652E-21,2.6827120135077857E-19,0,0,14.473684210526315,686.5373653265502,IL10;TGFB1;IL15;VDR;MTHFR;HMGB1;ETS1;HIF1A;TNF;RUNX3;IL2;INS;SOD1;IL6;IFNG;IL1B;CD14;IL6R;S100A9;TLR4;HLA-DRB1;IL17A
Gastritis,15/181,4.094561755763284E-21,4.3270271973808125E-19,0,0,41.436464088397784,1945.2193616289996,IL10;TGFB1;IL15;VDR;HIF1A;TNF;RUNX3;CXCL10;IL6;IFNG;IL1B;S100A9;TLR4;HLA-DQA1;IL17A
Carcinogenesis,36/4065,4.1310105654277754E-21,4.3191033869174655E-19,0,0,4.428044280442804,207.83364525550365,CD80;AHR;HMGB1;PRL;FUT2;ETS1;HIF1A;TNF;INS;DPP4;ZMIZ1;TNFRSF14;CD14;CCR4;IL6R;TGM2;IL10;TGFB1;IL15;STAT1;VDR;TNFRSF9;MTHFR;RUNX3;IL2;SOD1;CXCL10;IL6;IFNG;IL1B;IL2RA;IRF1;S100A9;TLR4;HLA-DRB1;IL17A
melanoma,31/2454,4.260417959686747E-21,4.407514495558036E-19,0,0,6.316218418907905,296.26171765055426,IL21;CD80;AHR;HMGB1;ETS1;HIF1A;TNF;DPP4;IL12A;CCR4;IL6R;HLA-DQA1;TGM2;IL10;TGFB1;IL15;STAT1;VDR;TNFRSF9;RUNX3;IL2;CXCL10;IL6;IFNG;IL1B;IL2RA;IRF1;S100A9;TLR4;HLA-DRB1;IL17A
Immune thrombocytopenic purpura,15/183,4.849321003320658E-21,4.964492377149525E-19,0,0,40.983606557377044,1917.0265679115455,IL21;IL10;TGFB1;STAT1;VDR;TNF;RUNX3;IL2;IL6;IFNG;IL1B;IL2RA;TLR4;HLA-DRB1;IL17A
Lupus Erythematosus,17/304,5.100293571825135E-21,5.167596414834786E-19,0,0,27.960526315789473,1306.455280392883,IL21;IL10;STAT1;CD80;MTHFR;HMGB1;PRL;ETS1;TNF;IL2;IL6;IFNG;IL1B;CD14;TLR4;HLA-DRB1;IL17A
Psoriasis vulgaris,14/138,5.613453749198985E-21,5.629492188482411E-19,0,0,50.72463768115942,2365.245257017464,IL10;TGFB1;IL15;VDR;MTHFR;ETS1;TNF;RUNX3;IL6;IFNG;ZMIZ1;CCR4;HLA-DRB1;IL17A
Hypersensitivity,15/185,5.732070258218212E-21,5.690382474522079E-19,0,0,40.54054054054054,1889.522034559186,TGFB1;MTHFR;TNF;RUNX3;IL2;IL6;IFNG;IL1B;IL2RA;CD14;IL6R;TLR4;HLA-DQA1;HLA-DRB1;IL17A
Polymyositis,13/100,5.846708549557848E-21,5.746145162505454E-19,0,0,65.0,3028.24652591983,TGFB1;IL15;HMGB1;TNF;IL2;SOD1;CXCL10;IL6;IL1B;IL2RA;TLR4;HLA-DRB1;TGM2
Acquired Immunodeficiency Syndrome,15/188,7.340370138275023E-21,7.142688883066032E-19,0,0,39.8936170212766,1849.5038969665716,IL21;IL10;IL15;VDR;TNF;IL2;CXCL10;IL6;IFNG;IL1B;CD14;TLR4;HLA-DRB1;TGM2;IL17A
Hyperglycemia,19/488,1.3246518045216052E-20,1.2763409740037584E-18,0,0,19.4672131147541,891.0250945249429,IL21;IL10;TGFB1;VDR;MTHFR;AHR;HMGB1;HIF1A;TNF;IL2;INS;SOD1;DPP4;CXCL10;IL6;IFNG;IL1B;TLR4;HLA-DRB1
Leishmaniasis, Cutaneous,11/50,1.600730150625136E-20,1.5273763029460035E-18,0,0,110.0,5013.936618964657,IL10;CXCL10;IL6;TGFB1;IFNG;IL1B;IL2RA;TNF;TLR4;IL2;IL17A
Pneumonia,19/497,1.8695634487190074E-20,1.766737459039462E-18,0,0,19.114688128772634,868.3037637996664,IL10;TGFB1;IL15;VDR;AHR;HMGB1;HIF1A;TNF;IL2;CXCL10;IL6;IFNG;IL1B;IL2RA;CD14;S100A9;TLR4;HLA-DRB1;IL17A
Stable angina,12/76,1.8698759429539832E-20,1.7502038826049284E-18,0,0,78.94736842105263,3586.24971883274,CXCL10;IL6;TGFB1;IFNG;STAT1;CD80;IL1B;CD14;TNF;TLR4;IL2;IL17A
Lymphoma, T-Cell, Cutaneous,16/260,1.988668828940862E-20,1.8438337029085652E-18,0,0,30.76923076923077,1395.8226576971879,IL21;IL10;TGFB1;IL15;STAT1;CD80;TNF;IL2;DPP4;CXCL10;IL6;IFNG;IL2RA;CCR4;HLA-DRB1;IL17A
Arthritis, Psoriatic,15/201,2.0471495823604192E-20,1.8803164575175888E-18,0,0,37.31343283582089,1691.613935892872,IL10;TGFB1;IL15;CD80;TNFRSF9;MTHFR;TNF;RUNX3;IL2;DPP4;IL1B;IL12A;S100A9;HLA-DRB1;IL17A
Adult T-Cell Lymphoma/Leukemia,19/500,2.0940650402869933E-20,1.905599186661164E-18,0,0,19.0,860.9392990645132,IL21;IL10;TGFB1;IL15;STAT1;CD80;MTHFR;AHR;ETS1;TNF;IL2;DPP4;IL6;IFNG;IL1B;IL2RA;CCR4;IL6R;HLA-DRB1
Degenerative polyarthritis,23/976,2.1279816721616696E-20,1.9186976031197147E-18,0,0,11.782786885245901,533.7193349007815,IL21;IL10;TGFB1;VDR;AHR;HMGB1;HIF1A;TNF;IL2;SOD1;CXCL10;IL6;IFNG;IL1B;IRF1;CD14;CCR4;IL6R;S100A9;TLR4;HLA-DRB1;TGM2;IL17A
Liver diseases,20/606,2.4449622441254096E-20,2.1844626304785933E-18,0,0,16.5016501650165,745.1761085668119,IL21;IL10;TGFB1;VDR;MTHFR;AHR;FUT2;TNF;IL2;SOD1;CXCL10;IL6;IFNG;IL1B;CD14;S100A9;TLR4;HLA-DQA1;HLA-DRB1;IL17A
Diabetes Mellitus, Non-Insulin-Dependent,27/1672,2.682170020668653E-20,2.3748078345163533E-18,0,0,8.074162679425838,363.86275223156673,AHR;HMGB1;HIF1A;TNF;INS;DPP4;ZMIZ1;CD14;IL6R;HLA-DQA1;TGM2;IL10;TGFB1;IL15;VDR;MTHFR;IL2;SOD1;CXCL10;IL6;IFNG;IL1B;IL2RA;S100A9;TLR4;HLA-DRB1;IL17A
Thymoma,15/205,2.767686885320174E-20,2.4286452418684528E-18,0,0,36.58536585365854,1647.5740224874112,TGFB1;STAT1;HMGB1;ETS1;TNF;RUNX3;IL2;IL6;IFNG;IL1B;IL2RA;S100A9;HLA-DQA1;HLA-DRB1;IL17A
Liver neoplasms,25/1321,3.878817943589936E-20,3.373541836247955E-18,0,0,9.462528387585163,422.9387907492055,IL21;AHR;HMGB1;PRL;HIF1A;TNF;INS;IL12A;CCR4;IL6R;IL10;TGFB1;IL15;STAT1;VDR;MTHFR;IL2;SOD1;CXCL10;IL6;IFNG;IL1B;IRF1;S100A9;TLR4
Respiratory Syncytial Virus Infections,13/116,4.4345215838824286E-20,3.823024397052325E-18,0,0,56.03448275862069,2497.0244292945104,IL10;STAT1;VDR;CD80;TNF;IL2;CXCL10;IL6;IFNG;IL1B;IRF1;TLR4;IL17A
Carcinoma of bladder,24/1162,4.462752094265024E-20,3.81390674629884E-18,0,0,10.327022375215147,460.13015032005546,IL10;TGFB1;IL15;STAT1;VDR;CD80;MTHFR;AHR;HMGB1;ETS1;HIF1A;TNF;RUNX3;IL2;CXCL10;IL6;IFNG;IL1B;CD14;IL6R;S100A9;TLR4;TGM2;IL17A
Glioblastoma,28/1937,5.973132618475635E-20,5.060685118480909E-18,0,0,7.227671657201858,319.928768615066,IL21;AHR;HMGB1;ETS1;HIF1A;TNF;CD14;TGM2;IL10;TGFB1;IL15;STAT1;VDR;TNFRSF9;MTHFR;RUNX3;IL2;SOD1;CXCL10;IL6;IFNG;IL1B;IL2RA;IRF1;S100A9;TLR4;HLA-DRB1;IL17A
Lymphoma, Non-Hodgkin,19/539,8.599484603092319E-20,7.223567066597548E-18,0,0,17.625231910946194,773.7476736340591,IL10;TGFB1;VDR;MTHFR;AHR;HMGB1;PRL;HIF1A;TNF;IL2;DPP4;IL6;IFNG;IL1B;IL2RA;IL12A;TNFRSF14;CD14;HLA-DRB1
Ovarian Carcinoma,29/2203,9.519300425626987E-20,7.928447846022204E-18,0,0,6.581933726736269,288.27803777937896,IL21;CD80;AHR;HMGB1;PRL;FUT2;ETS1;HIF1A;TNF;DPP4;IL6R;TGM2;IL10;TGFB1;IL15;STAT1;VDR;TNFRSF9;MTHFR;RUNX3;IL2;IL6;IFNG;IL1B;IL2RA;IRF1;TLR4;HLA-DRB1;IL17A
Adult type dermatomyositis,12/87,1.0540159139632016E-19,8.704931430613736E-18,0,0,68.9655172413793,3013.5523598789564,IL10;IL6;TGFB1;IL15;STAT1;IL1B;IL2RA;TNF;TLR4;IL2;HLA-DRB1;SOD1
Fibrosis, Liver,19/545,1.0585458683956108E-19,8.669490662160053E-18,0,0,17.431192660550458,761.6075154440135,IL10;TGFB1;STAT1;VDR;MTHFR;AHR;TNF;IL2;CXCL10;IL6;IFNG;IL1B;IL2RA;IL12A;CD14;TLR4;HLA-DRB1;TGM2;IL17A
Bladder Neoplasm,24/1217,1.309000592525722E-19,1.0632113903589087E-17,0,0,9.860312243221035,428.72492516651397,IL10;TGFB1;IL15;STAT1;VDR;CD80;MTHFR;AHR;HMGB1;ETS1;HIF1A;TNF;RUNX3;IL2;CXCL10;IL6;IFNG;IL1B;IRF1;CD14;IL6R;S100A9;TLR4;IL17A
Myocarditis,13/126,1.3588336084214182E-19,1.0946407134070244E-17,0,0,51.58730158730158,2241.0808372534443,IL10;TNFRSF9;TNF;INS;CXCL10;IL6;IFNG;IL1B;IL2RA;IRF1;S100A9;TLR4;IL17A
Malignant tumor of colon,28/2001,1.433743693079554E-19,1.1455961801289314E-17,0,0,6.9965017491254375,303.57000942961906,IL21;CD80;AHR;HMGB1;ETS1;HIF1A;TNF;DPP4;ZMIZ1;TGM2;IL10;TGFB1;IL15;STAT1;VDR;TNFRSF9;MTHFR;RUNX3;IL2;CXCL10;IL6;IFNG;IL1B;IRF1;S100A9;TLR4;HLA-DRB1;IL17A
Childhood asthma,13/127,1.511887441350476E-19,1.1982927236768127E-17,0,0,51.181102362204726,2217.9718628380874,IL10;TGFB1;VDR;MTHFR;HMGB1;TNF;IL6;IFNG;IRF1;CD14;TLR4;HLA-DRB1;IL17A
Peritonitis,13/128,1.68068318956889E-19,1.321420350966644E-17,0,0,50.78125,2195.2691919680224,IL10;TGFB1;IL15;HMGB1;PRL;HIF1A;TNF;IL6;IFNG;IL1B;CD14;TLR4;IL17A
Systemic Scleroderma,19/562,1.8829357463448116E-19,1.4686898821489532E-17,0,0,16.90391459074733,728.8339930387483,IL21;IL10;TGFB1;TNFRSF9;MTHFR;PRL;HIF1A;TNF;IL2;CXCL10;IL6;IFNG;IL1B;IL2RA;CD14;TLR4;HLA-DQA1;HLA-DRB1;IL17A
Malignant neoplasm of ovary,28/2026,2.0022886949397245E-19,1.5494876609344576E-17,0,0,6.910167818361303,297.5160723118112,IL21;AHR;HMGB1;PRL;FUT2;ETS1;HIF1A;TNF;DPP4;IL6R;TGM2;IL10;TGFB1;STAT1;VDR;TNFRSF9;MTHFR;RUNX3;IL2;SOD1;IL6;IFNG;IL1B;IL2RA;IRF1;TLR4;HLA-DRB1;IL17A
Primary sclerosing cholangitis,13/130,2.0714930283539293E-19,1.5905182408330013E-17,0,0,50.0,2151.04235749317,IL10;VDR;CD80;FUT2;HIF1A;TNF;IL2;IL6;IFNG;IL1B;IL2RA;TLR4;HLA-DRB1
Infection caused by Helicobacter pylori,16/308,3.0509153184711307E-19,2.3243717635607962E-17,0,0,25.974025974025974,1107.368184853847,IL10;TGFB1;MTHFR;FUT2;TNF;RUNX3;IL2;IL6;IFNG;IL1B;IL2RA;CD14;TLR4;HLA-DQA1;HLA-DRB1;IL17A
Mycoses,13/135,3.4429743984601953E-19,2.6028886452359075E-17,0,0,48.148148148148145,2046.911678662812,IL10;STAT1;VDR;AHR;HIF1A;TNF;SOD1;CXCL10;IL6;IFNG;IL1B;TLR4;IL17A
Malignant neoplasm of pancreas,27/1846,3.51883639504284E-19,2.6399331366779414E-17,0,0,7.313109425785482,310.7412331638577,CD80;AHR;HMGB1;FUT2;ETS1;HIF1A;TNF;CD14;TGM2;IL10;TGFB1;IL15;STAT1;VDR;MTHFR;RUNX3;IL2;SOD1;CXCL10;IL6;IFNG;IL1B;IL2RA;IRF1;S100A9;TLR4;HLA-DRB1
IMMUNE SUPPRESSION,12/96,3.6692235249598113E-19,2.731903697220078E-17,0,0,62.5,2653.0710437991047,IL10;IL6;TGFB1;IFNG;STAT1;CD80;IL1B;IL2RA;HMGB1;CD14;TNF;IL2
Vasculitis,13/136,3.8020824348860874E-19,2.809538809778982E-17,0,0,47.79411764705882,2027.1190512279052,IL10;HMGB1;TNF;IL2;CXCL10;IL6;IFNG;IL1B;IL12A;S100A9;TLR4;HLA-DRB1;IL17A
Oligoarticular Juvenile Idiopathic Arthritis,10/42,4.236927578358607E-19,3.107501808963313E-17,0,0,119.04761904761904,5036.342665245023,IL10;IL6;IFNG;STAT1;IL2RA;CD14;TNF;IL6R;HLA-DQA1;HLA-DRB1
Influenza,19/589,4.531349699245105E-19,3.2988225810504364E-17,0,0,16.129032258064516,681.2596278212266,IL10;TGFB1;IL15;STAT1;CD80;TNFRSF9;HMGB1;TNF;IL2;SOD1;CXCL10;IL6;IFNG;IL1B;IL2RA;IL6R;TLR4;HLA-DRB1;IL17A
Tumor Progression,28/2090,4.617231494586932E-19,3.336628759470615E-17,0,0,6.698564593301436,282.80885205268066,AHR;HMGB1;PRL;ETS1;HIF1A;TNF;DPP4;TNFRSF14;CCR4;IL6R;TGM2;IL10;TGFB1;STAT1;VDR;RUNX3;IL2;SOD1;CXCL10;IL6;IFNG;IL1B;IL2RA;IRF1;S100A9;TLR4;HLA-DRB1;IL17A
Pancreatic carcinoma,27/1869,4.850185801044942E-19,3.479388762968591E-17,0,0,7.223113964686998,304.5994364194199,IL21;CD80;HMGB1;FUT2;ETS1;HIF1A;TNF;CD14;TGM2;IL10;TGFB1;IL15;STAT1;VDR;MTHFR;RUNX3;IL2;SOD1;CXCL10;IL6;IFNG;IL1B;IL2RA;IRF1;S100A9;TLR4;HLA-DRB1
Squamous cell carcinoma,27/1876,5.34331662758355E-19,3.8053707112964584E-17,0,0,7.196162046908316,302.7660703134109,CD80;HMGB1;ETS1;HIF1A;TNF;ZMIZ1;IL6R;HLA-DQA1;TGM2;IL10;TGFB1;IL15;STAT1;VDR;MTHFR;RUNX3;IL2;SOD1;CXCL10;IL6;IFNG;IL1B;IL2RA;S100A9;TLR4;HLA-DRB1;IL17A
Leishmaniasis,11/68,6.414871655951943E-19,4.535637311848611E-17,0,0,80.88235294117648,3388.202025990766,DPP4;IL10;CXCL10;IL6;TGFB1;IFNG;VDR;IL1B;TNF;TLR4;IL17A
Malignant neoplasm of urinary bladder,23/1144,7.391166440343591E-19,5.188598841121201E-17,0,0,10.052447552447552,419.6779360543062,IL10;TGFB1;IL15;STAT1;VDR;CD80;MTHFR;AHR;HMGB1;ETS1;HIF1A;TNF;RUNX3;IL2;CXCL10;IL6;IFNG;IL1B;CD14;IL6R;S100A9;TLR4;IL17A
Leprosy,13/143,7.456499492719679E-19,5.197338795350993E-17,0,0,45.45454545454545,1897.2741227135514,IL10;IL15;VDR;TNF;IL2;IL6;IFNG;IL1B;IL2RA;CD14;TLR4;HLA-DQA1;HLA-DRB1
Neoplasm Metastasis,34/3920,8.403719557574952E-19,5.816320831820185E-17,0,0,4.336734693877551,180.49681633360896,IL21;CD80;AHR;HMGB1;PRL;FUT2;ETS1;HIF1A;TNF;DPP4;ZMIZ1;IL12A;CD14;CCR4;IL6R;TGM2;IL10;TGFB1;IL15;STAT1;VDR;MTHFR;RUNX3;IL2;CXCL10;IL6;IFNG;IL1B;IL2RA;IRF1;S100A9;TLR4;HLA-DRB1;IL17A
Primary biliary cirrhosis,16/329,8.77980616391492E-19,6.03412132719971E-17,0,0,24.3161094224924,1010.9826732276327,IL10;TGFB1;VDR;CD80;HIF1A;TNF;IL2;CXCL10;IL6;IFNG;IL1B;IL2RA;IL12A;TLR4;HLA-DRB1;IL17A
Leukemia, Myelocytic, Acute,26/1703,9.15158615581043E-19,6.24595755134062E-17,0,0,7.633587786259541,317.0625156661151,CD80;HMGB1;PRL;ETS1;HIF1A;TNF;INS;CD14;IL6R;IL10;TGFB1;IL15;STAT1;VDR;TNFRSF9;MTHFR;RUNX3;IL2;IL6;IFNG;IL1B;IL2RA;IRF1;S100A9;TLR4;HLA-DRB1
Endothelial dysfunction,15/262,1.1524050667402834E-18,7.810922066154141E-17,0,0,28.62595419847328,1182.3858936924282,IL10;TGFB1;STAT1;VDR;MTHFR;HMGB1;HIF1A;TNF;CXCL10;IL6;IL1B;IRF1;S100A9;HLA-DRB1;IL17A
Chronic Periodontitis,13/148,1.1812171220085118E-18,7.95137114732853E-17,0,0,43.91891891891892,1812.972371620847,IL10;TGFB1;VDR;TNF;IL2;IL6;IFNG;IL1B;IL2RA;CD14;TLR4;HLA-DRB1;IL17A
Renal Cell Carcinoma,24/1348,1.398796328176354E-18,9.351952594093338E-17,0,0,8.902077151335313,365.9725777982523,IL10;TGFB1;IL15;STAT1;VDR;CD80;MTHFR;AHR;HIF1A;TNF;RUNX3;IL2;DPP4;CXCL10;IL6;IFNG;IL1B;IL2RA;IRF1;CD14;IL6R;S100A9;HLA-DRB1;TGM2
Guillain-Barre Syndrome,11/73,1.4791570538312417E-18,9.822402381792868E-17,0,0,75.34246575342465,3093.18939981224,IL10;CD80;IL1B;IL2RA;IL12A;CD14;TNF;TLR4;IL2;HLA-DRB1;IL17A
Obesity,27/1961,1.6808661216293486E-18,1.1086947814344455E-16,0,0,6.884242733299336,281.7529338469998,AHR;HMGB1;PRL;HIF1A;TNF;INS;DPP4;CD14;IL6R;IL10;TGFB1;IL15;STAT1;VDR;THEMIS;MTHFR;IL2;SOD1;CXCL10;IL6;IFNG;IL1B;IL2RA;S100A9;TLR4;HLA-DRB1;IL17A
Pancreatitis,15/269,1.7158224612438259E-18,1.1242068766069546E-16,0,0,27.881040892193308,1140.5196785964622,IL10;TGFB1;IL15;TNF;INS;SOD1;IL6;IFNG;IL1B;IL2RA;CD14;S100A9;TLR4;HLA-DQA1;HLA-DRB1
Cirrhosis,17/433,2.0748622402342463E-18,1.350446761392197E-16,0,0,19.630484988452658,799.2873296943014,IL10;TGFB1;STAT1;MTHFR;HIF1A;TNF;IL2;DPP4;CXCL10;IL6;IFNG;IL1B;CD14;S100A9;TLR4;HLA-DRB1;IL17A
Glomerulonephritis,14/210,2.3318665169530023E-18,1.5077357979351386E-16,0,0,33.333333333333336,1353.3287548923797,IL10;TGFB1;STAT1;TNF;IL2;CXCL10;IL6;IFNG;IL1B;IL2RA;CCR4;TLR4;HLA-DRB1;IL17A
Cerebral Ischemia,15/275,2.392921155352566E-18,1.5370999421441187E-16,0,0,27.27272727272727,1106.564094914843,IL21;IL10;VDR;MTHFR;HMGB1;HIF1A;TNF;SOD1;CXCL10;IL6;IL1B;CD14;CCR4;TLR4;IL17A
Kidney Failure, Chronic,17/437,2.4223585698762094E-18,1.5459051964119083E-16,0,0,19.450800915331808,788.9593019175519,IL10;TGFB1;VDR;MTHFR;HIF1A;TNF;IL2;SOD1;IL6;IFNG;ZMIZ1;IL1B;IL2RA;S100A9;TLR4;HLA-DRB1;IL17A
Carcinoma of lung,29/2476,2.4430184795010255E-18,1.549031330099102E-16,0,0,5.856219709208401,237.48901902342988,CD80;AHR;HMGB1;PRL;ETS1;HIF1A;TNF;DPP4;IL12A;CCR4;IL6R;HLA-DQA1;TGM2;IL10;TGFB1;IL15;STAT1;VDR;MTHFR;RUNX3;IL2;SOD1;IL6;IFNG;IL1B;IL2RA;TLR4;HLA-DRB1;IL17A
Metabolic Syndrome X,18/548,3.727205387009747E-18,2.3481393938161405E-16,0,0,16.423357664233578,659.0836797873162,IL10;TGFB1;IL15;VDR;MTHFR;AHR;HMGB1;TNF;INS;DPP4;IL6;IFNG;IL1B;IRF1;CD14;IL6R;TLR4;HLA-DRB1
Neoplasms,23/1236,4.112829115608425E-18,2.574578633643287E-16,0,0,9.3042071197411,372.469932142603,IL10;TGFB1;IL15;STAT1;VDR;CD80;TNFRSF9;AHR;HMGB1;HIF1A;TNF;RUNX3;IL2;SOD1;CXCL10;IL6;IFNG;IL1B;IL2RA;CCR4;IL6R;TLR4;IL17A
Inflammatory dermatosis,13/163,4.279881275135492E-18,2.662194504558963E-16,0,0,39.87730061349693,1594.797187895081,IL10;TGFB1;IL15;AHR;TNF;IL2;CXCL10;IL6;IFNG;IL1B;IL2RA;S100A9;IL17A
Breast Carcinoma,36/4963,4.4856987096587266E-18,2.772669617517356E-16,0,0,3.6268386056820474,144.87637985963383,IL21;CD80;AHR;HMGB1;PRL;FUT2;ETS1;HIF1A;TNF;DPP4;ZMIZ1;TNFRSF14;CD14;IL6R;HLA-DQA1;TGM2;IL10;TGFB1;IL15;STAT1;VDR;TNFRSF9;MTHFR;RUNX3;IL2;SOD1;CXCL10;IL6;IFNG;IL1B;IL2RA;IRF1;S100A9;TLR4;HLA-DRB1;IL17A
ovarian neoplasm,21/938,5.618398585774369E-18,3.451101331311906E-16,0,0,11.194029850746269,444.63229477324717,IL10;TGFB1;IL15;VDR;MTHFR;AHR;ETS1;HIF1A;TNF;RUNX3;IL2;SOD1;IL6;IFNG;IL1B;IL6R;TLR4;HLA-DQA1;HLA-DRB1;TGM2;IL17A
Prostate carcinoma,31/3145,6.866581852661907E-18,4.191600400494486E-16,0,0,4.9284578696343395,194.7719908410602,AHR;HMGB1;PRL;ETS1;HIF1A;TNF;INS;DPP4;ZMIZ1;IL12A;CD14;TGM2;IL10;TGFB1;IL15;STAT1;VDR;TNFRSF9;MTHFR;RUNX3;IL2;SOD1;IL6;IFNG;IL1B;IL2RA;IRF1;S100A9;TLR4;HLA-DRB1;IL17A
Early Rheumatoid Arthritis,10/55,8.274570781878555E-18,5.019906274339657E-16,0,0,90.9090909090909,3575.7586021122124,IL21;IL10;IL6;IFNG;VDR;TNF;TLR4;IL2;HLA-DRB1;IL17A
Gingivitis,10/55,8.274570781878555E-18,4.989109303331438E-16,0,0,90.9090909090909,3575.7586021122124,IL10;IL6;IFNG;IL1B;IL2RA;IL12A;TNF;S100A9;TLR4;IL17A
Malignant neoplasm of breast,36/5054,8.447969583582318E-18,5.062600308990673E-16,0,0,3.561535417491096,140.0132370107925,IL21;CD80;AHR;HMGB1;PRL;FUT2;ETS1;HIF1A;TNF;DPP4;ZMIZ1;TNFRSF14;CD14;IL6R;HLA-DQA1;TGM2;IL10;TGFB1;IL15;STAT1;VDR;TNFRSF9;MTHFR;RUNX3;IL2;SOD1;CXCL10;IL6;IFNG;IL1B;IL2RA;IRF1;S100A9;TLR4;HLA-DRB1;IL17A
Colon Carcinoma,27/2091,8.78902799283984E-18,5.23506467355333E-16,0,0,6.456241032998565,253.55613195406502,IL21;CD80;AHR;HMGB1;FUT2;ETS1;HIF1A;TNF;DPP4;TGM2;IL10;TGFB1;IL15;STAT1;VDR;TNFRSF9;MTHFR;RUNX3;IL2;CXCL10;IL6;IFNG;IL1B;IRF1;TLR4;HLA-DRB1;IL17A
